id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
3643,KLGA,large_airport,"La Guardia Airport",40.77719879,-73.87259674,21,NA,US,US-NY,"New York",1,KLGA,LGA,LGA,http://www.panynj.gov/CommutingTravel/airports/html/laguardia.html,http://en.wikipedia.org/wiki/LaGuardia_Airport,"Manhattan, New York City, NYC, Glenn H. Curtiss Airport, North Beach Airport, La Guardia",1030575,2010-01-23T11:27:55+00:00
3602,KIAD,large_airport,"Washington Dulles International Airport",38.94449997,-77.45580292,312,NA,US,US-DC,Washington,1,KIAD,IAD,IAD,http://www.mwaa.com/dulles/,http://en.wikipedia.org/wiki/Washington_Dulles_International_Airport,WAS,1023875,2010-01-23T11:27:53+00:00
3875,KSEA,large_airport,"Seattle Tacoma International Airport",47.44900131225586,-122.30899810791016,433,NA,US,US-WA,Seattle,1,KSEA,SEA,SEA,http://www.portseattle.org/seatac/,http://en.wikipedia.org/wiki/Seattle-Tacoma_International_Airport,,1038675,2008-06-13T14:30:04+00:00
3772,KPHX,large_airport,"Phoenix Sky Harbor International Airport",33.43429946899414,-112.01200103759766,1135,NA,US,US-AZ,Phoenix,1,KPHX,PHX,PHX,http://phoenix.gov/skyharborairport/,http://en.wikipedia.org/wiki/Phoenix_Sky_Harbor_International_Airport,,1060875,2008-06-13T14:30:04+00:00
3422,KBOS,large_airport,"General Edward Lawrence Logan International Airport",42.36429977,-71.00520325,20,NA,US,US-MA,Boston,1,KBOS,BOS,BOS,http://www.massport.com/logan/,http://en.wikipedia.org/wiki/Logan_International_Airport,"General Edward Lawrence Logan International Airport",1035875,2010-01-23T11:27:48+00:00
3771,KPHL,large_airport,"Philadelphia International Airport",39.87189865112305,-75.24109649658203,36,NA,US,US-PA,Philadelphia,1,KPHL,PHL,PHL,http://www.phl.org/,http://en.wikipedia.org/wiki/Philadelphia_International_Airport,,1031075,2008-06-13T14:30:04+00:00
3604,KIAH,large_airport,"George Bush Intercontinental Houston Airport",29.984399795532227,-95.34140014648438,97,NA,US,US-TX,Houston,1,KIAH,IAH,IAH,http://www.fly2houston.com/iah,http://en.wikipedia.org/wiki/George_Bush_Intercontinental_Airport,QHO,1055675,2008-06-13T14:30:04+00:00
3457,KCLT,large_airport,"Charlotte Douglas International Airport",35.2140007019043,-80.94309997558594,748,NA,US,US-NC,Charlotte,1,KCLT,CLT,CLT,http://www.charlotteairport.com/,http://en.wikipedia.org/wiki/Charlotte/Douglas_International_Airport,,1028075,2009-01-30T14:52:52+00:00
3483,KDCA,large_airport,"Ronald Reagan Washington National Airport",38.8521,-77.037697,15,NA,US,US-DC,Washington,1,KDCA,DCA,DCA,http://www.flyreagan.com/dca/reagan-national-airport,http://en.wikipedia.org/wiki/Ronald_Reagan_Washington_National_Airport,WAS,1016175,2016-12-13T09:13:00+00:00
3497,KDTW,large_airport,"Detroit Metropolitan Wayne County Airport",42.212398529052734,-83.35340118408203,645,NA,US,US-MI,Detroit,1,KDTW,DTW,DTW,http://www.metroairport.com/,http://en.wikipedia.org/wiki/Detroit_Metropolitan_Wayne_County_Airport,"DTT, Detroit Metro Airport",1079375,2008-06-13T14:30:04+00:00
3709,KMSP,large_airport,"Minneapolis-St Paul International/Wold-Chamberlain Airport",44.881999969499994,-93.22180175780001,841,NA,US,US-MN,Minneapolis,1,KMSP,MSP,MSP,http://www.mspairport.com/,http://en.wikipedia.org/wiki/Minneapolis-Saint_Paul_International_Airport,,1085275,2009-12-17T08:53:11+00:00
3862,KSAN,large_airport,"San Diego International Airport",32.7336006165,-117.190002441,17,NA,US,US-CA,"San Diego",1,KSAN,SAN,SAN,http://www.san.org/,http://en.wikipedia.org/wiki/San_Diego_International_Airport,"Lindbergh Field",1017175,2014-12-10T01:00:52+00:00
3531,KFLL,large_airport,"Fort Lauderdale Hollywood International Airport",26.072599411010742,-80.15270233154297,9,NA,US,US-FL,"Fort Lauderdale",1,KFLL,FLL,FLL,http://www.fll.net/,http://en.wikipedia.org/wiki/Fort_Lauderdale-Hollywood_International_Airport,"MFW, South Florida",1015275,2008-06-13T14:30:04+00:00
3887,KSLC,large_airport,"Salt Lake City International Airport",40.78839874267578,-111.97799682617188,4227,NA,US,US-UT,"Salt Lake City",1,KSLC,SLC,SLC,,http://en.wikipedia.org/wiki/Salt_Lake_City_International_Airport,,1025075,2008-06-13T14:30:04+00:00
3905,KSTL,large_airport,"St Louis Lambert International Airport",38.748697,-90.370003,618,NA,US,US-MO,"St Louis",1,KSTL,STL,STL,http://www.lambert-stlouis.com/,http://en.wikipedia.org/wiki/Lambert-St._Louis_International_Airport,"Lambert St Louis",1047075,2017-09-23T23:53:35+00:00
3673,KMDW,large_airport,"Chicago Midway International Airport",41.7859992980957,-87.75240325927734,620,NA,US,US-IL,Chicago,1,KMDW,MDW,MDW,http://www.flychicago.com/midway/MidwayHomepage.shtm,http://en.wikipedia.org/wiki/Chicago_Midway_International_Airport,CHI,1015475,2008-06-13T14:30:04+00:00
5453,PHNL,large_airport,"Daniel K Inouye International Airport",21.32062,-157.924228,13,NA,US,US-HI,Honolulu,1,PHNL,HNL,HNL,http://hawaii.gov/dot/airports/hnl/,http://en.wikipedia.org/wiki/Honolulu_International_Airport,"Hickam Air Force Base, HIK, PHIK, KHNL, Honolulu International",1029375,2017-08-11T22:44:35+00:00
3435,KBWI,large_airport,"Baltimore/Washington International Thurgood Marshall Airport",39.17539978,-76.66829681,146,NA,US,US-MD,Baltimore,1,KBWI,BWI,BWI,,http://en.wikipedia.org/wiki/Baltimore-Washington_International_Thurgood_Marshall_Airport,WAS,1021075,2014-03-13T12:03:49+00:00
3768,KPDX,large_airport,"Portland International Airport",45.58869934,-122.5979996,31,NA,US,US-OR,Portland,1,KPDX,PDX,PDX,,http://en.wikipedia.org/wiki/Portland_International_Airport,,1015775,2010-01-23T11:28:03+00:00
3926,KTPA,large_airport,"Tampa International Airport",27.975500106811523,-82.533203125,26,NA,US,US-FL,Tampa,1,KTPA,TPA,TPA,,http://en.wikipedia.org/wiki/Tampa_International_Airport,,1017475,2008-06-13T14:30:04+00:00
3471,KCVG,large_airport,"Cincinnati Northern Kentucky International Airport",39.0488014221,-84.6678009033,896,NA,US,US-KY,Cincinnati,1,KCVG,CVG,CVG,,http://en.wikipedia.org/wiki/Cincinnati/Northern_Kentucky_International_Airport,,1029475,2010-09-23T09:14:54+00:00
3711,KMSY,large_airport,"Louis Armstrong New Orleans International Airport",29.99340057373047,-90.25800323486328,4,NA,US,US-LA,"New Orleans",1,KMSY,MSY,MSY,,http://en.wikipedia.org/wiki/Louis_Armstrong_New_Orleans_International_Airport,,1012575,2008-06-13T14:30:04+00:00
3744,KOAK,large_airport,"Metropolitan Oakland International Airport",37.721298,-122.221001,9,NA,US,US-CA,Oakland,1,KOAK,OAK,OAK,http://www.oaklandairport.com/,http://en.wikipedia.org/wiki/Oakland_International_Airport,"QSF, QBA",1012475,2017-05-27T22:59:41+00:00
3778,KPIT,large_airport,"Pittsburgh International Airport",40.49150085,-80.23290253,1203,NA,US,US-PA,Pittsburgh,1,KPIT,PIT,PIT,,http://en.wikipedia.org/wiki/Pittsburgh_International_Airport,,1021875,2010-01-23T11:28:03+00:00
3386,KAUS,large_airport,"Austin Bergstrom International Airport",30.194499969482422,-97.6698989868164,542,NA,US,US-TX,Austin,1,KAUS,AUS,AUS,http://www.ci.austin.tx.us/austinairport/,http://en.wikipedia.org/wiki/Austin-Bergstrom_International_Airport,,51675,2008-06-13T14:30:04+00:00
3883,KSJC,large_airport,"Norman Y. Mineta San Jose International Airport",37.362598,-121.929001,62,NA,US,US-CA,"San Jose",1,KSJC,SJC,SJC,http://www.flysanjose.com/,http://en.wikipedia.org/wiki/San_Jose_International_Airport,"QSF, QBA",1014275,2017-05-27T23:04:55+00:00
3844,KRDU,large_airport,"Raleigh Durham International Airport",35.877601623535156,-78.7874984741211,435,NA,US,US-NC,Raleigh/Durham,1,KRDU,RDU,RDU,,http://en.wikipedia.org/wiki/Raleigh-Durham_International_Airport,,1011675,2008-06-13T14:30:04+00:00
3420,KBNA,large_airport,"Nashville International Airport",36.1245002746582,-86.6781997680664,599,NA,US,US-TN,Nashville,1,KBNA,BNA,BNA,,http://en.wikipedia.org/wiki/Nashville_International_Airport,,52075,2008-06-13T14:30:04+00:00
3675,KMEM,large_airport,"Memphis International Airport",35.04240036010742,-89.97669982910156,341,NA,US,US-TN,Memphis,1,KMEM,MEM,MEM,,http://en.wikipedia.org/wiki/Memphis_International_Airport,,1014475,2008-06-13T14:30:04+00:00
3863,KSAT,large_airport,"San Antonio International Airport",29.533700942993164,-98.46980285644531,809,NA,US,US-TX,"San Antonio",1,KSAT,SAT,SAT,,http://en.wikipedia.org/wiki/San_Antonio_International_Airport,,1475,2008-06-13T14:30:04+00:00
3894,KSNA,large_airport,"John Wayne Airport-Orange County Airport",33.67570114,-117.8679962,56,NA,US,US-CA,"Santa Ana",1,KSNA,SNA,SNA,http://www.ocair.com/,http://en.wikipedia.org/wiki/John_Wayne_Airport,"Disney, Disneyland, Orange County",51150,2010-01-26T11:26:00+00:00
3668,KMCI,large_airport,"Kansas City International Airport",39.2976,-94.713898,1026,NA,US,US-MO,"Kansas City",1,KMCI,MCI,MCI,http://www.flykci.com/,https://en.wikipedia.org/wiki/Kansas_City_International_Airport,,1015075,2016-05-31T09:33:29+00:00
3588,KHOU,large_airport,"William P Hobby Airport",29.64539909,-95.27890015,46,NA,US,US-TX,Houston,1,KHOU,HOU,HOU,http://www.fly2houston.com/hobbyHome,http://en.wikipedia.org/wiki/William_P._Hobby_Airport,QHO,1011575,2010-01-23T11:27:52+00:00
3454,KCLE,large_airport,"Cleveland Hopkins International Airport",41.4117012024,-81.8498001099,791,NA,US,US-OH,Cleveland,1,KCLE,CLE,CLE,http://www.clevelandairport.com/,http://en.wikipedia.org/wiki/Cleveland_Hopkins_International_Airport,,1015875,2010-10-22T20:04:02+00:00
3610,KIND,large_airport,"Indianapolis International Airport",39.7173,-86.294403,797,NA,US,US-IN,Indianapolis,1,KIND,IND,IND,http://www.indianapolisairport.com/,http://en.wikipedia.org/wiki/Indianapolis_International_Airport,,52075,2016-07-08T18:41:42+00:00
3479,KDAL,large_airport,"Dallas Love Field",32.847099,-96.851799,487,NA,US,US-TX,Dallas,1,KDAL,DAL,DAL,http://www.dallas-lovefield.com/,http://en.wikipedia.org/wiki/Dallas_Love_Field,QDF,1675,2017-06-18T20:36:36+00:00
16091,KABQ,large_airport,"Albuquerque International Sunport Airport",35.040199,-106.609001,5355,NA,US,US-NM,Albuquerque,1,KABQ,ABQ,ABQ,http://www.abqsunport.com/,http://en.wikipedia.org/wiki/Albuquerque_International_Sunport,,450,2017-05-27T23:24:06+00:00
3690,KMKE,large_airport,"General Mitchell International Airport",42.947200775146484,-87.89659881591797,723,NA,US,US-WI,Milwaukee,1,KMKE,MKE,MKE,,http://en.wikipedia.org/wiki/General_Mitchell_International_Airport,,1575,2008-06-13T14:30:04+00:00
3458,KCMH,large_airport,"Port Columbus International Airport",39.99800109863281,-82.89189910888672,815,NA,US,US-OH,Columbus,1,KCMH,CMH,CMH,,http://en.wikipedia.org/wiki/Port_Columbus_International_Airport,,1675,2008-06-13T14:30:04+00:00
3932,KTUS,large_airport,"Tucson International Airport",32.1161003112793,-110.94100189208984,2643,NA,US,US-AZ,Tucson,1,KTUS,TUS,TUS,,http://en.wikipedia.org/wiki/Tucson_International_Airport,,1050,2009-02-03T07:41:37+00:00
3431,KBUF,large_airport,"Buffalo Niagara International Airport",42.94049835,-78.73220062,728,NA,US,US-NY,Buffalo,1,KBUF,BUF,BUF,,http://en.wikipedia.org/wiki/Buffalo_Niagara_International_Airport,,1475,2010-01-23T11:27:48+00:00
5388,PANC,large_airport,"Ted Stevens Anchorage International Airport",61.174400329589844,-149.99600219726562,152,NA,US,US-AK,Anchorage,1,PANC,ANC,ANC,,http://en.wikipedia.org/wiki/Ted_Stevens_Anchorage_International_Airport,,1475,2008-06-13T14:30:04+00:00
3620,KJAX,large_airport,"Jacksonville International Airport",30.49410057067871,-81.68789672851562,30,NA,US,US-FL,Jacksonville,1,KJAX,JAX,JAX,,http://en.wikipedia.org/wiki/Jacksonville_International_Airport,,1475,2008-06-13T14:30:04+00:00
3396,KBDL,large_airport,"Bradley International Airport",41.9388999939,-72.68319702149999,173,NA,US,US-CT,Hartford,1,KBDL,BDL,BDL,http://www.bradleyairport.com/,http://en.wikipedia.org/wiki/Bradley_International_Airport,"HFD, Hartford",1050,2010-09-23T10:12:19+00:00
3766,KPBI,large_airport,"Palm Beach International Airport",26.68320083618164,-80.09559631347656,19,NA,US,US-FL,"West Palm Beach",1,KPBI,PBI,PBI,,http://en.wikipedia.org/wiki/Palm_Beach_International_Airport,"MFW, South Florida",1275,2008-06-13T14:30:04+00:00
3512,KELP,medium_airport,"El Paso International Airport",31.80719948,-106.3779984,3959,NA,US,US-TX,"El Paso",1,KELP,ELP,ELP,,http://en.wikipedia.org/wiki/El_Paso_International_Airport,,1050,2010-01-23T11:27:50+00:00
3747,KOKC,large_airport,"Will Rogers World Airport",35.39310073852539,-97.60070037841797,1295,NA,US,US-OK,"Oklahoma City",1,KOKC,OKC,OKC,,http://en.wikipedia.org/wiki/Will_Rogers_World_Airport,,1475,2008-06-13T14:30:04+00:00
5455,PHOG,medium_airport,"Kahului Airport",20.8986,-156.429993,54,NA,US,US-HI,Kahului,1,PHOG,OGG,OGG,,http://en.wikipedia.org/wiki/Kahului_Airport,,875,2017-04-23T11:02:22+00:00
3892,KSMF,large_airport,"Sacramento International Airport",38.69540023803711,-121.59100341796875,27,NA,US,US-CA,Sacramento,1,KSMF,SMF,SMF,,http://en.wikipedia.org/wiki/Sacramento_International_Airport,,51475,2008-06-13T14:30:04+00:00
3755,KORF,large_airport,"Norfolk International Airport",36.89459991455078,-76.20120239257812,26,NA,US,US-VA,Norfolk,1,KORF,ORF,ORF,,http://en.wikipedia.org/wiki/Norfolk_International_Airport,,1275,2008-06-13T14:30:04+00:00
3853,KRNO,large_airport,"Reno Tahoe International Airport",39.49909973144531,-119.76799774169922,4415,NA,US,US-NV,Reno,1,KRNO,RNO,RNO,,http://en.wikipedia.org/wiki/Reno-Tahoe_International_Airport,,1050,2009-02-03T07:40:35+00:00
3432,KBUR,medium_airport,"Bob Hope Airport",34.20069885253906,-118.35900115966797,778,NA,US,US-CA,Burbank,1,KBUR,BUR,BUR,,,,1050,2008-06-13T14:30:04+00:00
3644,KLGB,medium_airport,"Long Beach /Daugherty Field/ Airport",33.81769943,-118.1520004,60,NA,US,US-CA,"Long Beach",1,KLGB,LGB,LGB,http://www.lgb.org/,http://en.wikipedia.org/wiki/Long_Beach_Airport,"Daugherty Field",1050,2010-01-23T11:27:56+00:00
3795,KPVD,medium_airport,"Theodore Francis Green State Airport",41.732601165771484,-71.42040252685547,55,NA,US,US-RI,Providence,1,KPVD,PVD,PVD,,http://en.wikipedia.org/wiki/T._F._Green_Airport,,1050,2008-06-13T14:30:04+00:00
3757,KOSH,medium_airport,"Wittman Regional Airport",43.98440170288086,-88.55699920654297,808,NA,US,US-WI,Oshkosh,0,KOSH,OSH,OSH,http://www.wittmanairport.com/,http://en.wikipedia.org/wiki/Wittman_Regional_Airport,,375,2008-06-13T14:30:04+00:00
3751,KOMA,medium_airport,"Eppley Airfield",41.303199768066406,-95.89409637451172,984,NA,US,US-NE,Omaha,1,KOMA,OMA,OMA,,http://en.wikipedia.org/wiki/Eppley_Airfield,,1050,2008-06-13T14:30:04+00:00
3873,KSDF,large_airport,"Louisville International Standiford Field",38.1744,-85.736,501,NA,US,US-KY,Louisville,1,KSDF,SDF,SDF,http://www.flylouisville.com,http://en.wikipedia.org/wiki/Louisville_International_Airport,,1875,2016-12-13T10:50:18+00:00
3752,KONT,large_airport,"Ontario International Airport",34.055999755859375,-117.60099792480469,944,NA,US,US-CA,Ontario,1,KONT,ONT,ONT,,http://en.wikipedia.org/wiki/LA/Ontario_International_Airport,,1475,2008-06-13T14:30:04+00:00
3913,KSYR,large_airport,"Syracuse Hancock International Airport",43.11119842529297,-76.1063003540039,421,NA,US,US-NY,Syracuse,1,KSYR,SYR,SYR,http://www.syrairport.org/,http://en.wikipedia.org/wiki/Syracuse_Hancock_International_Airport,,1275,2009-07-11T20:52:07+00:00
3589,KHPN,medium_airport,"Westchester County Airport",41.06700134277344,-73.70760345458984,439,NA,US,US-NY,"White Plains",1,KHPN,HPN,HPN,,http://en.wikipedia.org/wiki/Westchester_County_Airport,"Manhattan, New York City, NYC",1050,2008-06-13T14:30:04+00:00
3371,KALB,medium_airport,"Albany International Airport",42.74829864501953,-73.80169677734375,285,NA,US,US-NY,Albany,1,KALB,ALB,ALB,http://www.albanyairport.com/,http://en.wikipedia.org/wiki/Albany_International_Airport,,1050,2008-06-13T14:30:04+00:00
3450,KCHS,large_airport,"Charleston Air Force Base-International Airport",32.89860153,-80.04049683,46,NA,US,US-SC,Charleston,1,KCHS,CHS,CHS,,http://en.wikipedia.org/wiki/Charleston_International_Airport,"Charleston Air Force Base",1275,2010-01-23T11:27:48+00:00
3406,KBHM,large_airport,"Birmingham-Shuttlesworth International Airport",33.56290054,-86.75350189,650,NA,US,US-AL,Birmingham,1,KBHM,BHM,BHM,http://www.flybirmingham.com/,http://en.wikipedia.org/wiki/Birmingham_International_Airport_(US),,1275,2015-07-27T15:10:43+00:00
3847,KRIC,large_airport,"Richmond International Airport",37.50519943237305,-77.3197021484375,167,NA,US,US-VA,Richmond,1,KRIC,RIC,RIC,,http://en.wikipedia.org/wiki/Richmond_International_Airport,,1475,2008-06-13T14:30:04+00:00
3855,KROC,large_airport,"Greater Rochester International Airport",43.118900299072266,-77.67240142822266,559,NA,US,US-NY,Rochester,1,KROC,ROC,ROC,,http://en.wikipedia.org/wiki/Greater_Rochester_International_Airport,,1475,2008-06-13T14:30:04+00:00
3864,KSAV,large_airport,"Savannah Hilton Head International Airport",32.12760162,-81.20210266,50,NA,US,US-GA,Savannah,1,KSAV,SAV,SAV,,http://en.wikipedia.org/wiki/Savannah/Hilton_Head_International_Airport,,1275,2010-01-23T11:28:05+00:00
3481,KDAY,large_airport,"James M Cox Dayton International Airport",39.902400970458984,-84.21939849853516,1009,NA,US,US-OH,Dayton,1,KDAY,DAY,DAY,,http://en.wikipedia.org/wiki/Dayton_International_Airport,,1675,2008-06-13T14:30:04+00:00
3552,KGEG,large_airport,"Spokane International Airport",47.61989974975586,-117.53399658203125,2376,NA,US,US-WA,Spokane,1,KGEG,GEG,GEG,,http://en.wikipedia.org/wiki/Spokane_International_Airport,,1275,2008-06-13T14:30:04+00:00
3421,KBOI,large_airport,"Boise Air Terminal/Gowen field",43.56439972,-116.2229996,2871,NA,US,US-ID,Boise,1,KBOI,BOI,BOI,http://www.cityofboise.org/departments/airport/,http://en.wikipedia.org/wiki/Boise_Airport,"Boise Air Terminal, Gowen Field",1050,2010-01-23T11:27:48+00:00
3684,KMHT,large_airport,"Manchester Airport",42.93259811401367,-71.43569946289062,266,NA,US,US-NH,Manchester,1,KMHT,MHT,MHT,,http://en.wikipedia.org/wiki/Manchester-Boston_Regional_Airport,,599,2009-07-25T19:24:20+00:00
3858,KRSW,large_airport,"Southwest Florida International Airport",26.53619956970215,-81.75520324707031,30,NA,US,US-FL,"Fort Myers",1,KRSW,RSW,RSW,http://www.flylcpa.com/,http://en.wikipedia.org/wiki/Southwest_Florida_International_Airport,,51150,2009-04-15T21:59:48+00:00
3796,KPWM,large_airport,"Portland International Jetport Airport",43.64619827,-70.30930328,76,NA,US,US-ME,Portland,1,KPWM,PWM,PWM,,http://en.wikipedia.org/wiki/Portland_International_Jetport,,1275,2010-01-23T11:28:05+00:00
3866,KSBA,medium_airport,"Santa Barbara Municipal Airport",34.42620087,-119.8399963,13,NA,US,US-CA,"Santa Barbara",1,KSBA,SBA,SBA,,http://en.wikipedia.org/wiki/Santa_Barbara_Airport,,1050,2010-01-23T11:28:05+00:00
3605,KICT,large_airport,"Wichita Mid Continent Airport",37.649898529052734,-97.43309783935547,1333,NA,US,US-KS,Wichita,1,KICT,ICT,ICT,,http://en.wikipedia.org/wiki/Kansas_City_International_Airport,,1575,2008-06-13T14:30:04+00:00
3401,KBFI,large_airport,"Boeing Field King County International Airport",47.529998779296875,-122.302001953125,21,NA,US,US-WA,Seattle,1,KBFI,BFI,BFI,,http://en.wikipedia.org/wiki/Boeing_Field,,1275,2008-06-13T14:30:04+00:00
3792,KPSP,medium_airport,"Palm Springs International Airport",33.8297004699707,-116.50700378417969,477,NA,US,US-CA,"Palm Springs",1,KPSP,PSP,PSP,http://www.palmspringsca.gov/index.aspx?page=270,http://en.wikipedia.org/wiki/Palm_Springs_International_Airport,,875,2009-03-05T22:34:07+00:00
3707,KMSN,large_airport,"Dane County Regional Truax Field",43.13990020751953,-89.3375015258789,887,NA,US,US-WI,Madison,1,KMSN,MSN,MSN,,http://en.wikipedia.org/wiki/Dane_County_Regional_Airport,,1475,2008-06-13T14:30:04+00:00
3566,KGRR,medium_airport,"Gerald R. Ford International Airport",42.88079834,-85.52279663,794,NA,US,US-MI,"Grand Rapids",1,KGRR,GRR,GRR,,http://en.wikipedia.org/wiki/Gerald_R._Ford_International_Airport,,1050,2010-01-23T11:27:52+00:00
3496,KDSM,large_airport,"Des Moines International Airport",41.534000396728516,-93.66310119628906,958,NA,US,US-IA,"Des Moines",1,KDSM,DSM,DSM,,http://en.wikipedia.org/wiki/Des_Moines_International_Airport,,1475,2008-06-13T14:30:04+00:00
3463,KCOS,large_airport,"City of Colorado Springs Municipal Airport",38.805801391602,-104.70099639893,6187,NA,US,US-CO,"Colorado Springs",1,KCOS,COS,COS,https://flycos.coloradosprings.gov/,http://en.wikipedia.org/wiki/Colorado_Springs_Airport,,1275,2015-07-30T15:14:08+00:00
3430,KBTV,medium_airport,"Burlington International Airport",44.471900939899996,-73.15329742429999,335,NA,US,US-VT,Burlington,1,KBTV,BTV,BTV,http://www.vermontairports.com/btv.html,http://en.wikipedia.org/wiki/Burlington_International_Airport,,1050,2010-09-28T08:02:01+00:00
21321,KVGT,medium_airport,"North Las Vegas Airport",36.21070098877,-115.19400024414,2205,NA,US,US-NV,"Las Vegas",0,KVGT,VGT,VGT,http://www.vgt.aero/index.html,http://en.wikipedia.org/wiki/North_Las_Vegas_Airport,"Northtown Airport, Las Vegas North Air Terminal",250,2016-02-06T20:04:30+00:00
3645,KLIT,large_airport,"Bill & Hillary Clinton National Airport/Adams Field",34.729400634799994,-92.2242965698,262,NA,US,US-AR,"Little Rock",1,KLIT,LIT,LIT,,http://en.wikipedia.org/wiki/Little_Rock_National_Airport,,1675,2015-01-20T15:38:18+00:00
3568,KGSO,large_airport,"Piedmont Triad International Airport",36.097801208496094,-79.93730163574219,925,NA,US,US-NC,Greensboro,1,KGSO,GSO,GSO,,http://en.wikipedia.org/wiki/Piedmont_Triad_International_Airport,,1475,2008-06-13T14:30:04+00:00
3930,KTUL,large_airport,"Tulsa International Airport",36.19839859008789,-95.88809967041016,677,NA,US,US-OK,Tulsa,1,KTUL,TUL,TUL,,http://en.wikipedia.org/wiki/Tulsa_International_Airport,,1475,2008-06-13T14:30:04+00:00
3705,KMRY,medium_airport,"Monterey Peninsula Airport",36.58700180053711,-121.84300231933594,257,NA,US,US-CA,Monterey,1,KMRY,MRY,MRY,,http://en.wikipedia.org/wiki/Monterey_Peninsula_Airport,,1050,2008-06-13T14:30:04+00:00
5448,PHKO,medium_airport,"Kona International At Keahole Airport",19.738800048828125,-156.04600524902344,47,NA,US,US-HI,Kailua/Kona,1,PHKO,KOA,KOA,,http://en.wikipedia.org/wiki/Kona_International_Airport,,875,2008-06-13T14:30:04+00:00
